No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
890,BUSE,First Busey Corporation,Financial,Regional - Midwest Banks,USA,1566.87,19.26,33.22,1.75%,54334
893,BV,"BrightView Holdings, Inc.",Technology,Application Software,USA,2277.86,,21.97,0.55%,733779
895,BVN,Compania de Minas Buenaventura S.A.A.,Basic Materials,Industrial Metals & Minerals,Peru,3764.87,92.18,13.6,0.37%,529272
896,BVSN,"BroadVision, Inc.",Technology,Internet Software & Services,USA,9.71,0.14,1.96,-2.49%,7387
897,BVX,Bovie Medical Corporation,Healthcare,Medical Instruments & Supplies,USA,157.78,,5.33,6.86%,591588
898,BVXV,BiondVax Pharmaceuticals Ltd.,Healthcare,Biotechnology,Israel,42.28,,6.52,0.77%,3156
899,BW,"Babcock & Wilcox Enterprises, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,384.5,,2.26,1.80%,455163
900,BWA,BorgWarner Inc.,Consumer Goods,Auto Parts,USA,9340.49,12.55,46.07,3.32%,1180429
901,BWEN,"Broadwind Energy, Inc.",Industrial Goods,Diversified Machinery,USA,37.1,,2.38,-0.83%,7301
902,BWFG,"Bankwell Financial Group, Inc.",Financial,Regional - Northeast Banks,USA,249.55,21.65,31.86,0.11%,2778
903,BWG,Legg Mason BW Global Income Opportunities Fund Inc.,Financial,Closed-End Fund - Debt,USA,241.59,16.66,11.53,0.17%,37389
905,BWINB,"Baldwin & Lyons, Inc.",Financial,Property & Casualty Insurance,USA,371.51,166,24.6,-1.20%,9615
906,BWL-A,"Bowl America, Inc. Class A",Services,Sporting Activities,USA,74.75,25.91,14.5,-3.01%,8255
907,BWP,"Boardwalk Pipeline Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,3013.61,11.19,12.04,0.00%,2343919
909,BWXT,"BWX Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,6279.05,29.83,63.88,1.54%,169546
911,BX,The Blackstone Group L.P.,Financial,Asset Management,USA,41290.12,14.03,34.75,-2.20%,3892683
912,BXC,BlueLinx Holdings Inc.,Services,Building Materials Wholesale,USA,346.98,4.6,38.38,0.66%,119272
913,BXE,Bellatrix Exploration Ltd.,Basic Materials,Independent Oil & Gas,Canada,48.88,,0.98,-0.74%,40184
914,BXG,Bluegreen Vacations Corporation,Services,Resorts & Casinos,USA,1873.5,22.17,24.69,-1.16%,56317
915,BXMT,"Blackstone Mortgage Trust, Inc.",Financial,REIT - Diversified,USA,3518.6,14.19,32.44,-0.05%,610562
916,BXMX,Nuveen S&P 500 Buy-Write Income Fund,Financial,Closed-End Fund - Equity,USA,1467.37,8.12,14.24,0.49%,158734
917,BXP,"Boston Properties, Inc.",Financial,REIT - Office,USA,19498.83,36.77,125.58,-0.57%,179850
918,BXS,BancorpSouth Bank,Financial,Regional - Southeast Banks,USA,3351.49,18.71,35,3.40%,307153
919,BYD,Boyd Gaming Corporation,Services,Resorts & Casinos,USA,3954.93,37.2,37.03,0.65%,300203
920,BYFC,Broadway Financial Corporation,Financial,Savings & Loans,USA,41.11,53.25,2.19,2.82%,558
923,BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,USA,606.42,,26.53,-1.74%,4875
925,BZH,"Beazer Homes USA, Inc.",Industrial Goods,Residential Construction,USA,502.33,14.71,14.9,0.40%,189092
928,BZUN,Baozun Inc.,Services,Catalog & Mail Order Houses,China,4965.76,100.98,57.35,3.45%,1726417
929,C,Citigroup Inc.,Financial,Money Center Banks,USA,171985.82,11.66,68.97,2.73%,10645703
930,CA,"CA, Inc.",Technology,Business Software & Services,USA,15098.23,20.06,36.98,0.68%,636906
931,CAAP,Corporacion America Airports S.A.,Services,"Air Services, Other",Luxembourg,1488.17,26.08,9.61,0.95%,201063
932,CAAS,"China Automotive Systems, Inc.",Consumer Goods,Auto Parts,China,128.82,7.52,4.08,-0.87%,3707
933,CABO,"Cable One, Inc.",Technology,Diversified Communication Services,USA,4177.45,34.06,770.7,1.29%,24522
934,CAC,Camden National Corporation,Financial,Regional - Northeast Banks,USA,725.04,16.15,47.09,0.09%,14323
935,CACC,Credit Acceptance Corporation,Financial,Credit Services,USA,6856.77,11.86,365.86,0.90%,28278
937,CACI,CACI International Inc,Technology,Information Technology Services,USA,4380.14,22.9,176.95,-0.39%,71748
938,CADC,"China Advanced Construction Materials Group, Inc.",Industrial Goods,General Building Materials,China,26.79,27.75,6.79,-3.63%,33197
939,CADE,Cadence Bancorporation,Financial,Regional - Southeast Banks,USA,2397.54,18.02,29.57,2.60%,436221
940,CAE,CAE Inc.,Industrial Goods,Aerospace/Defense Products & Services,Canada,5629.27,21.48,21.12,0.24%,66311
942,CAG,"Conagra Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,14259.84,26.06,36.51,2.17%,5391940
943,CAH,"Cardinal Health, Inc.",Services,Drugs Wholesale,USA,15631.22,20.19,50.43,0.98%,2582372
944,CAI,"CAI International, Inc.",Services,Rental & Leasing Services,USA,469.61,6.87,23.76,3.22%,85104
945,CAJ,Canon Inc.,Consumer Goods,Business Equipment,Japan,42095.97,15.46,31.8,0.94%,245125
946,CAKE,The Cheesecake Factory Incorporated,Services,Restaurants,USA,2578.54,24.75,57.09,0.05%,256734
947,CAL,"Caleres, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,1510.2,17.02,34.67,-1.42%,174401
948,CALA,"Calithera Biosciences, Inc.",Healthcare,Biotechnology,USA,179.19,,4.81,-2.74%,183329
950,CALI,China Auto Logistics Inc.,Services,Auto Dealerships,China,11.19,,2.16,2.86%,25224
951,CALL,magicJack VocalTec Ltd.,Technology,Telecom Services - Domestic,Israel,138.17,22.32,8.52,-0.29%,48298
952,CALM,"Cal-Maine Foods, Inc.",Consumer Goods,Food - Major Diversified,USA,2234.87,,47.3,0.53%,125785
953,CALX,"Calix, Inc.",Technology,Communication Equipment,USA,405.4,,7.68,-0.97%,35079
954,CAMP,CalAmp Corp.,Technology,Communication Equipment,USA,852.22,20.4,24.07,-1.51%,169572
955,CAMT,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,Israel,281.47,74.95,7.65,-0.90%,79758
957,CANF,Can-Fite BioPharma Ltd.,Healthcare,Biotechnology,Israel,40.63,,1.16,-0.85%,105903
959,CAPL,CrossAmerica Partners LP,Basic Materials,Oil & Gas Refining & Marketing,USA,579.66,,17.3,0.76%,29388
960,CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,USA,39,,1.31,0.00%,110457
961,CAR,"Avis Budget Group, Inc.",Services,Rental & Leasing Services,USA,2706.21,17.03,34.68,3.80%,1092833
962,CARA,"Cara Therapeutics, Inc.",Healthcare,Biotechnology,USA,657.4,,20.83,4.15%,587249
963,CARB,"Carbonite, Inc.",Technology,Business Software & Services,USA,1031.72,,36.9,0.00%,183434
964,CARG,"CarGurus, Inc.",Services,Auto Dealerships,USA,3834,428.57,36.15,0.43%,392275
965,CARO,Carolina Financial Corporation,Financial,Regional - Mid-Atlantic Banks,USA,983.8,28.61,44.97,-0.44%,66125
966,CARS,Cars.com Inc.,Services,Auto Dealerships,USA,2151.36,18.13,30.2,1.00%,376323
967,CART,"Carolina Trust BancShares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,58.61,23.2,8.4,0.00%,0
968,CARV,"Carver Bancorp, Inc.",Financial,Savings & Loans,USA,17.5,3.09,4.92,9.09%,8160
970,CASA,"Casa Systems, Inc.",Technology,Communication Equipment,USA,1314.37,46.44,16.33,-2.86%,249204
971,CASH,L&GE Fund MSCI China A ETF,Financial,Savings & Loans,USA,951.84,18.65,101.6,2.47%,22032
972,CASI,"CASI Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,689.2,,7.7,-0.90%,314891
973,CASM,"CAS Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,55.7,,1.92,2.39%,46282
974,CASS,"Cass Information Systems, Inc.",Services,Business Services,USA,855.69,30.91,71.23,0.14%,11197
975,CASY,"Casey's General Stores, Inc.",Services,Grocery Stores,USA,3988.81,27.14,107.91,0.95%,132497
976,CAT,Caterpillar Inc.,Industrial Goods,Farm & Construction Machinery,USA,80975.18,17.71,140.47,3.74%,3885850
977,CATB,"Catabasis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,26.4,,0.89,4.71%,842924
979,CATM,Cardtronics plc,Services,Business Services,USA,1206.78,,26.5,0.65%,135572
980,CATO,The Cato Corporation,Services,Apparel Stores,USA,632.5,27.3,25.02,0.04%,108740
981,CATS,"Catasys, Inc.",Healthcare,Specialized Health Services,USA,108.48,19.6,6.9,1.74%,6971
982,CATY,Cathay General Bancorp,Financial,Regional - Pacific Banks,USA,3304.7,15.63,42.33,2.79%,179982
983,CAVM,"Cavium, Inc.",Technology,Semiconductor - Broad Line,USA,5994.71,,86.23,0.00%,0
984,CAW,"CCA Industries, Inc.",Consumer Goods,Personal Products,USA,20.5,,2.85,1.78%,960
985,CB,Chubb Limited,Financial,Property & Casualty Insurance,USA,60164.17,14.67,131.76,1.99%,1055801
986,CBA,ClearBridge American Energy MLP Fund Inc.,Financial,Closed-End Fund - Equity,USA,447.06,,7.68,0.66%,58300
987,CBAK,"CBAK Energy Technology, Inc.",Technology,Diversified Electronics,China,24.9,,0.88,0.58%,29646
988,CBAN,"Colony Bankcorp, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,146.48,13.9,17.75,1.43%,1624
989,CBAY,"CymaBay Therapeutics, Inc.",Healthcare,Biotechnology,USA,810.4,,14.57,2.39%,729334
990,CBB,Cincinnati Bell Inc.,Technology,Telecom Services - Domestic,USA,697.36,,17.35,0.29%,207930
991,CBD,Companhia Brasileira de Distribuicao,Services,Grocery Stores,Brazil,5450.55,77.19,20.44,0.69%,190951
992,CBFV,"CB Financial Services, Inc.",Financial,Regional - Northeast Banks,USA,184.75,23.07,34.55,1.17%,6585
993,CBIO,"Catalyst Biosciences, Inc.",Healthcare,Biotechnology,USA,137.71,,11.65,2.28%,288109
994,CBK,Christopher & Banks Corporation,Services,Apparel Stores,USA,36.88,,0.99,0.12%,78454
995,CBL,"CBL & Associates Properties, Inc",Financial,REIT - Retail,USA,975.51,21.82,5.67,-1.56%,1560910
996,CBLI,"Cleveland BioLabs, Inc.",Healthcare,Biotechnology,USA,27.99,,2.45,-1.61%,4648
997,CBLK,"Carbon Black, Inc.",Technology,Application Software,USA,1735.26,,22.4,-2.85%,766547
998,CBM,Cambrex Corporation,Healthcare,Biotechnology,USA,1779.57,16.96,55.03,1.71%,442538
999,CBMG,"Cellular Biomedicine Group, Inc.",Healthcare,Biotechnology,USA,339.25,,19,0.53%,36310
1001,CBOE,"Cboe Global Markets, Inc.",Financial,Diversified Investments,USA,11521.31,36.88,103.17,2.36%,563834
1003,CBPO,"China Biologic Products Holdings, Inc.",Healthcare,Biotechnology,China,3212.52,42.06,100.48,3.28%,264274
1004,CBPX,"Continental Building Products, Inc.",Industrial Goods,General Building Materials,USA,1210.96,23.72,32.05,-0.93%,102575
1005,CBRE,"CBRE Group, Inc.",Financial,Property Management,USA,16470.05,19.39,49.04,0.92%,592983
1006,CBRL,"Cracker Barrel Old Country Store, Inc.",Services,Restaurants,USA,3786.51,14.18,157.98,-0.54%,270979
1007,CBS,CBS Corporation,Services,Entertainment - Diversified,USA,21104.38,13.01,57.99,-0.27%,1331067
1009,CBSH,"Commerce Bancshares, Inc.",Financial,Regional - Midwest Banks,USA,6933.05,20.92,66.98,2.67%,316310
1010,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,3806.88,821.33,62.47,1.42%,105772
1011,CBU,"Community Bank System, Inc.",Financial,Regional - Midwest Banks,USA,3136.52,25.51,62.44,1.40%,83886
1012,CBZ,"CBIZ, Inc.",Services,Business Services,USA,1275.06,22.34,23.68,-0.09%,39842
1013,CC,The Chemours Company,Basic Materials,Specialty Chemicals,USA,8105.76,9.1,45.64,2.52%,903075
1014,CCA,MFS California Municipal Fund,Financial,Asset Management,USA,28.7,10.81,10.3,0.00%,4228
1015,CCBG,"Capital City Bank Group, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,413.01,23.28,25.12,2.36%,8944
1016,CCCL,"China Ceramics Co., Ltd.",Industrial Goods,General Building Materials,China,7.19,,1.61,-0.41%,25806
1017,CCCR,"China Commercial Credit, Inc.",Financial,Credit Services,China,25.5,,1.16,-2.69%,190330
1019,CCE,Coca-Cola European Partners plc,Consumer Goods,Beverages - Soft Drinks,USA,19703.88,17.34,40.87,0.15%,863387
1020,CCF,Chase Corporation,Industrial Goods,Industrial Equipment & Components,USA,1115.08,2.86,129.6,5.07%,37807
1021,CCI,Crown Castle International Corp. (REIT),Technology,Diversified Communication Services,USA,45220.13,118,109.4,-1.68%,1173469
1022,CCIH,ChinaCache International Holdings Ltd.,Technology,Internet Information Providers,China,27.41,,1.16,-2.53%,102283
1023,CCJ,Cameco Corporation,Basic Materials,Industrial Metals & Minerals,Canada,4404.13,,11.01,0.32%,551547
1024,CCK,"Crown Holdings, Inc.",Consumer Goods,Packaging & Containers,USA,6002.33,12.35,45.88,1.06%,563002
1025,CCL,Carnival Corporation,Services,Resorts & Casinos,USA,40440.96,14.69,57.82,0.47%,2900764
1026,CCLP,CSI Compressco LP,Basic Materials,Oil & Gas Equipment & Services,USA,218.98,,5.54,1.32%,81521
1027,CCM,Concord Medical Services Holdings Limited,Healthcare,Hospitals,China,182.11,,4.06,-3.33%,4057
1028,CCMP,Cabot Microelectronics Corporation,Technology,Semiconductor - Integrated Circuits,USA,2865.65,35.58,113.12,1.03%,66789
1029,CCNE,CNB Financial Corporation,Financial,Regional - Northeast Banks,USA,476.1,17.53,31.65,0.38%,16836
1030,CCO,"Clear Channel Outdoor Holdings, Inc.",Services,Marketing Services,USA,1619.82,,4.45,-1.11%,40034
1031,CCOI,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,2532.37,127.61,55.72,-0.76%,119600
1033,CCR,CONSOL Coal Resources LP,Basic Materials,Industrial Metals & Minerals,USA,412.83,9.12,15.15,0.33%,10191
1034,CCRC,"China Customer Relations Centers, Inc.",Services,Business Services,China,362.13,39.96,18.97,-0.89%,124366
1035,CCRN,"Cross Country Healthcare, Inc.",Services,Staffing & Outsourcing Services,USA,435.36,8.93,12.11,-0.41%,199425
1036,CCS,"Century Communities, Inc.",Industrial Goods,Residential Construction,USA,936.96,13.56,32.15,0.47%,80378
1037,CCU,Compania Cervecerias Unidas S.A.,Consumer Goods,Beverages - Brewers,Chile,4618.61,22,25.5,0.51%,77920
1038,CCXI,"ChemoCentryx, Inc.",Healthcare,Biotechnology,USA,623.76,61.58,13.71,0.29%,199554
1039,CDAY,Ceridian HCM Holding Inc.,Technology,Application Software,USA,4563.32,,33.12,-2.16%,139237
1041,CDE,"Coeur Mining, Inc.",Basic Materials,Gold,USA,1513.65,,8.23,0.24%,1472646
1042,CDEV,"Centennial Resource Development, Inc.",Basic Materials,Oil & Gas Pipelines,USA,4847.84,35.33,18.57,4.09%,1615350
1043,CDK,"CDK Global, Inc.",Technology,Application Software,USA,8583.38,28.49,66.61,0.26%,323733
1045,CDLX,"Cardlytics, Inc.",Technology,Internet Information Providers,USA,431.12,,21.53,-2.67%,27449
1047,CDMOP,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1123.66,,25.69,0.62%,1344
1048,CDNA,"CareDx, Inc",Services,Research Services,USA,446.67,38.9,12.76,-2.10%,337376
1049,CDNS,"Cadence Design Systems, Inc.",Technology,Application Software,USA,12350.08,113.05,44.71,-0.39%,642369
1050,CDOR,"Condor Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,130.48,23.74,10.4,-3.08%,5030
1051,CDR,"Cedar Realty Trust, Inc.",Financial,REIT - Retail,USA,464.92,,5.18,-1.71%,274438
1052,CDTI,"CDTI Advanced Materials, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,8.5,,0.59,6.23%,111942
1053,CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,USA,112.3,,5.25,0.00%,74104
1054,CDW,CDW Corporation,Technology,Information Technology Services,USA,12470.49,25.11,83.54,0.76%,232916
1055,CDXC,ChromaDex Corporation,Healthcare,Biotechnology,USA,222.79,,4.38,4.04%,464150
1056,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,USA,779.96,,15.65,0.97%,186362
1057,CDZI,Cadiz Inc.,Utilities,Water Utilities,USA,303.27,,12.88,-1.72%,42690
1058,CE,Celanese Corporation,Basic Materials,Chemicals - Major Diversified,USA,15281.04,13.96,113.54,0.99%,391091
1059,CEA,China Eastern Airlines Corporation Limited,Services,Major Airlines,China,12185.15,9.66,32.3,1.22%,25857
1060,CECE,CECO Environmental Corp.,Industrial Goods,Pollution & Treatment Controls,USA,217.07,52.6,6.6,2.01%,36081
1061,CECO,Career Education Corporation,Services,Education & Training Services,USA,1142.25,34.82,17.14,1.90%,400700
1062,CEE,The Central and Eastern Europe,Financial,Closed-End Fund - Foreign,USA,169.63,6.51,24.54,1.45%,1004
1066,CEI,"Camber Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,2.6,,0.56,1.25%,3965835
1067,CEIX,CONSOL Energy Inc.,Basic Materials,Industrial Metals & Minerals,USA,1095.28,7.3,38.76,1.17%,158769
1068,CEL,Cellcom Israel Ltd.,Technology,Telecom Services - Domestic,Israel,559.78,22.23,5.61,-1.46%,5254
1069,CELC,Celcuity Inc.,Healthcare,Medical Laboratories & Research,USA,249.82,,23.05,-2.29%,16345
1070,CELG,Celgene Corporation,Healthcare,Biotechnology,USA,61689.85,15.86,83.71,1.53%,6069378
1071,CELH,"Celsius Holdings, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,241.49,,4.77,0.48%,48378
1072,CELP,"Cypress Energy Partners, L.P.",Basic Materials,Oil & Gas Equipment & Services,USA,85.97,12.48,7.72,3.60%,10397
1073,CEM,ClearBridge Energy MLP Fund Inc.,Financial,Closed-End Fund - Equity,USA,995.02,,14.22,0.65%,91283
1075,CEMI,"Chembio Diagnostics, Inc.",Healthcare,Diagnostic Substances,USA,157.88,,11.12,-0.29%,4922
1078,CENTA,Central Garden & Pet Company,Basic Materials,Agricultural Chemicals,USA,1595.23,20.2,40.63,-2.62%,136703
1079,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1296.99,22.63,15.46,1.51%,512172
1080,CEO,CNOOC Limited,Basic Materials,Oil & Gas Drilling & Exploration,Hong Kong,71502.22,19.4,164.6,1.82%,67945
1081,CEPU,Central Puerto S.A.,Utilities,Electric Utilities,Argentina,15960.31,9.14,10.77,1.60%,104342
1082,CEQP,Crestwood Equity Partners LP,Basic Materials,Oil & Gas Pipelines,USA,2241.12,,32.33,0.39%,107440
